"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","school_type","school_has_safe_water","school_has_separate_toilet","school_has_menstrual_hygiene_facility","school_gender_responsive_policy","years_in_programme","enrollment_rate_baseline_pct","enrollment_rate_endline_pct","girls_attendance_days_baseline","girls_attendance_days_endline","dropout_rate_girls_baseline_pct","dropout_rate_girls_endline_pct","learning_score_baseline","learning_score_endline","agency_score_baseline","agency_score_endline","child_marriage_prevalence_baseline_pct","child_marriage_prevalence_endline_pct","gbv_awareness_baseline","gbv_awareness_endline","mhm_knowledge_baseline","mhm_knowledge_endline","participates_in_school_activities","teacher_trained_gender_responsive","teacher_uses_inclusive_methods","parent_education_support","household_distance_to_school_km","economic_barrier_to_schooling","rhcw_households_served","rhcw_mhm_sessions_conducted","satisfaction_score"
"WGE-0564",2024-10-30,"Khagrachari","Dighinala","School Student (Girl)",15,"Female","Chakma","Government Primary School","No","No","No","Yes",1,83.4,91.2,13,17,17,11.5,39,44,0.4,0.9,45.5,37.6,3,1,"Good","Good","No","Yes","Yes","Strongly supports",1.9,"Yes - minor barrier",36,4,4
"WGE-0565",2024-11-14,"Rangamati","Baghaichhari","School Student (Girl)",12,"Female","Pangkhua","Government Secondary School","Yes","Yes","No","No",2,50.2,56.1,15,18,17.2,8.1,41,46,6.1,6.6,28.9,25.7,1,3,"Excellent","Good","No","Yes","Yes","Neutral",3.7,"Yes - minor barrier",31,9,4
"WGE-0566",2024-10-25,"Khagrachari","Khagrachari Sadar","Mother Club Member",32,"Female","Bawm","Government Primary School","No","Yes","Yes","No",3,91.5,100,12,16,22.7,17,50,67,3.6,4.3,51.9,46.9,2,2,"Moderate","Good","No","Yes","Partially","Supports",1.3,"No barrier",90,10,5
"WGE-0567",2024-11-30,"Khagrachari","Mahalchhari","School Student (Girl)",15,"Female","Murung","Madrasa","Yes","Yes","Yes","Partially",4,75.3,82,17,22,25.4,18.9,55,66,5,6.4,41.9,36.4,2,1,"Good","Poor","Yes","Yes","Partially","Supports",6.7,"Yes - minor barrier",57,6,2
"WGE-0568",2024-09-10,"Khagrachari","Khagrachari Sadar","Teacher",39,"Male","Marma","Community Learning Centre","No","No","Yes","No",3,67.8,76.4,15,18,16.3,9.7,74,80,4.4,6.5,65.5,59.8,3,2,"Excellent","Moderate","No","Yes","Yes","Supports",2.3,"Yes - minor barrier",23,12,3
"WGE-0569",2024-12-01,"Khagrachari","Khagrachari Sadar","Police/Law Enforcement",43,"Male","Murung","Madrasa","No","No","Yes","Partially",3,61.2,74.2,13,15,16.4,4.5,37,42,4.6,5,51.7,39.7,1,4,"Excellent","Poor","No","No","Yes","Neutral",1.3,"No barrier",18,9,4
"WGE-0570",2024-09-05,"Rangamati","Baghaichhari","School Student (Girl)",14,"Female","Bawm","NGO-run School","No","No","No","Yes",1,82.7,89.4,15,17,12.8,7.2,33,37,1,1.5,41.3,36.5,3,4,"Good","Good","Yes","Yes","Yes","Supports",2.4,"Yes - minor barrier",42,16,4
"WGE-0571",2024-09-27,"Khagrachari","Dighinala","School Student (Boy)",16,"Male","Marma","Government Primary School","Yes","Yes","No","Partially",4,79.6,91.6,19,20,21,11.2,58,68,4.9,6.1,32.6,27.3,3,2,"Moderate","Poor","Yes","Yes","Partially","Strongly supports",5.2,"No barrier",52,7,4
"WGE-0572",2024-12-02,"Bandarban","Ruma","School Student (Girl)",16,"Female","Chakma","Government Primary School","Yes","No","No","Partially",3,86.1,99.3,17,21,21.8,15.7,71,76,5.9,6.5,63.3,57,3,4,"Good","Excellent","No","Yes","Partially","Does not support",6.2,"Yes - minor barrier",68,6,3
"WGE-0573",2024-11-02,"Rangamati","Longadu","School Student (Girl)",16,"Female","Murung","NGO-run School","No","Yes","Yes","Yes",4,70.5,72.5,16,19,14.6,7.1,32,49,0.2,1.2,30,24.4,2,3,"Poor","Good","Yes","Yes","No","Supports",3.1,"Yes - major barrier",41,8,1
"WGE-0574",2024-09-28,"Rangamati","Kaptai","Household (Parent/Guardian)",31,"Female","Chakma","Government Secondary School","Yes","Yes","Yes","No",4,78.9,85.3,18,19,28.8,26,69,74,3.5,4.1,50.2,45.6,3,4,"Moderate","Excellent","No","Yes","Yes","Supports",3.5,"No barrier",56,7,1
"WGE-0575",2024-09-27,"Rangamati","Longadu","Household (Parent/Guardian)",33,"Male","Chakma","Government Secondary School","No","No","Yes","Yes",1,73.8,83.6,14,18,24.2,20.5,40,44,1.5,2.1,28.6,25,1,5,"Good","Good","No","Yes","Yes","Supports",6,"No barrier",50,5,4
"WGE-0576",2024-09-24,"Rangamati","Naniarchar","Household (Parent/Guardian)",39,"Female","Marma","NGO-run School","No","No","Yes","No",4,77.3,90.8,18,22,17.8,11.2,45,58,1.2,3.6,28.6,17.9,4,3,"Moderate","Good","Yes","Yes","Yes","Does not support",6.9,"Yes - minor barrier",56,7,4
"WGE-0577",2024-10-06,"Bandarban","Naikhongchhari","Reproductive Health Community Worker (RHCW)",29,"Female","Chakma","Government Secondary School","No","Yes","Yes","No",3,71.5,77.8,12,17,23.8,16.8,64,80,3.9,5.3,59.5,45.9,3,3,"Moderate","Good","Yes","Yes","Yes","Supports",3.5,"No barrier",62,4,5
"WGE-0578",2024-10-28,"Khagrachari","Ramgarh","Mother Club Member",41,"Female","Bengali","Government Secondary School","Yes","No","Yes","Yes",3,66.1,81.5,14,15,28.7,22.1,74,78,0.3,3.5,39.6,36.9,2,1,"Moderate","Good","Yes","Yes","Partially","Strongly supports",6.7,"No barrier",60,9,3
"WGE-0579",2024-10-05,"Khagrachari","Mahalchhari","School Student (Boy)",17,"Male","Marma","Madrasa","No","No","No","No",2,59.2,64.3,12,15,20.7,17,51,59,0.9,1.7,40.4,29.4,2,3,"Good","Poor","No","No","Partially","Strongly supports",2.7,"Yes - minor barrier",44,6,2
"WGE-0580",2024-11-08,"Khagrachari","Ramgarh","Household (Parent/Guardian)",36,"Female","Marma","NGO-run School","Yes","No","No","Partially",3,68.2,80.7,13,17,25,19.3,21,32,3.9,5.8,76.2,65.3,2,1,"Moderate","Excellent","Yes","Yes","Yes","Supports",1.6,"No barrier",31,8,4
"WGE-0581",2024-10-18,"Bandarban","Rowangchhari","Household (Parent/Guardian)",57,"Male","Chakma","Government Primary School","Yes","No","No","Yes",2,78.4,95.8,13,15,20.9,13.4,58,67,0.6,2.2,10,0,2,5,"Good","Excellent","No","Yes","Partially","Supports",2.7,"Yes - minor barrier",59,10,4
"WGE-0582",2024-09-20,"Khagrachari","Mahalchhari","Teacher",36,"Male","Chakma","NGO-run School","Yes","No","Yes","Yes",3,63.5,67.9,17,21,26.4,24.1,44,57,2.9,4,50.1,39.8,4,4,"Moderate","Good","Yes","No","Partially","Does not support",0.7,"No barrier",58,8,5
"WGE-0583",2024-10-26,"Rangamati","Baghaichhari","School Student (Girl)",18,"Female","Tanchangya","Community Learning Centre","No","Yes","No","Yes",3,78.7,88.5,20,22,13.6,6.4,29,42,3.3,5.5,45.7,37.8,4,3,"Poor","Good","No","No","Yes","Strongly supports",2.3,"No barrier",45,5,3
"WGE-0584",2024-11-04,"Rangamati","Rajasthali","Teacher",41,"Female","Bengali","Government Primary School","Yes","No","No","Partially",2,54.3,68.3,18,19,16.9,10.6,63,62,5.8,7.4,19,12.2,2,3,"Good","Moderate","No","No","Yes","Does not support",0.5,"Yes - minor barrier",71,6,2
"WGE-0585",2024-11-16,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",28,"Female","Tanchangya","Madrasa","Yes","No","Yes","Yes",1,60.7,62.5,13,15,22.1,14.3,40,42,4.3,4.9,55.5,46.9,3,4,"Moderate","Excellent","Yes","Yes","Partially","Supports",3.9,"Yes - minor barrier",78,9,5
"WGE-0586",2024-12-05,"Rangamati","Kaptai","School Student (Girl)",10,"Female","Khumi","Government Secondary School","Yes","Yes","No","Partially",3,59.8,71.8,20,20,23,18.3,75,85,3.5,6.2,31.6,22.2,2,4,"Good","Good","Yes","No","Yes","Does not support",5.6,"No barrier",45,8,3
"WGE-0587",2024-09-17,"Bandarban","Naikhongchhari","Mother Club Member",31,"Female","Tripura","Government Primary School","Yes","Yes","No","Yes",2,84.3,93.3,15,16,24.8,20.5,18,25,5.8,7.5,10,5.9,3,3,"Good","Excellent","Yes","Yes","Partially","Supports",2.7,"Yes - major barrier",53,8,5
"WGE-0588",2024-11-10,"Bandarban","Rowangchhari","School Student (Girl)",13,"Female","Tanchangya","NGO-run School","No","Yes","No","No",2,80.5,91,16,16,18,11.4,74,89,3.9,5.8,34.6,35.1,3,3,"Good","Excellent","No","No","Yes","Supports",4.9,"Yes - major barrier",53,8,4
"WGE-0589",2024-11-04,"Khagrachari","Dighinala","School Student (Boy)",13,"Male","Marma","Government Secondary School","Yes","No","No","No",1,77.7,80.9,13,14,28.1,27.4,50,53,1.3,2.1,28,16.1,3,5,"Good","Excellent","Yes","No","Partially","Strongly supports",4,"No barrier",68,4,3
"WGE-0590",2024-09-08,"Khagrachari","Panchhari","Teacher",29,"Male","Tanchangya","Government Primary School","No","No","No","No",3,98,100,15,18,23.7,17.3,60,66,3.2,4.4,52.6,48.9,4,3,"Poor","Good","Yes","No","Partially","Strongly supports",5.6,"Yes - minor barrier",10,5,4
"WGE-0591",2024-09-27,"Bandarban","Ruma","Teacher",35,"Female","Marma","NGO-run School","Yes","Yes","Yes","No",2,78.6,90.6,13,16,28,24.5,47,51,4.5,6.1,14.1,9.9,1,5,"Good","Good","Yes","No","Partially","Supports",4.1,"Yes - major barrier",57,7,4
"WGE-0592",2024-09-18,"Rangamati","Naniarchar","Reproductive Health Community Worker (RHCW)",42,"Female","Marma","Government Secondary School","Yes","No","No","Partially",2,62.5,75.9,18,20,8.1,7.1,40,40,0,0.5,57.6,46.5,3,3,"Good","Excellent","No","Yes","Partially","Neutral",4.6,"Yes - minor barrier",48,5,4
"WGE-0593",2024-11-15,"Rangamati","Rajasthali","School Student (Boy)",16,"Male","Chak","Government Primary School","Yes","No","No","No",3,72.8,76.5,17,20,13.8,9.9,75,88,5.3,7.3,46.3,37.5,3,4,"Moderate","Excellent","Yes","Yes","Yes","Neutral",1.5,"No barrier",46,6,4
"WGE-0594",2024-11-12,"Khagrachari","Ramgarh","School Student (Boy)",12,"Male","Tripura","NGO-run School","Yes","No","No","No",2,87.3,99,17,20,26.4,21.9,15,19,4.7,6.3,28.4,17,2,4,"Good","Poor","Yes","Yes","No","Strongly supports",4.2,"Yes - minor barrier",49,12,5
"WGE-0595",2024-12-04,"Rangamati","Rajasthali","Teacher",36,"Male","Chakma","Government Secondary School","No","Yes","Yes","Partially",2,68.3,74.2,17,22,19.5,14.7,32,38,5.2,6.5,11.8,5.8,3,5,"Good","Good","Yes","No","Partially","Neutral",3.3,"Yes - major barrier",35,7,5
"WGE-0596",2024-09-14,"Rangamati","Baghaichhari","School Student (Boy)",12,"Male","Tripura","Government Primary School","No","Yes","Yes","Partially",1,74.1,81.9,18,19,10.7,7.1,35,37,3.8,4.4,49.9,42.7,2,4,"Good","Excellent","No","No","Yes","Supports",3,"Yes - major barrier",58,6,3
"WGE-0597",2024-10-05,"Khagrachari","Panchhari","Community Stakeholder",45,"Male","Pangkhua","Government Primary School","Yes","No","Yes","Partially",2,82.2,100,16,17,23.2,14.3,46,50,5.4,7.5,38.2,27.3,3,5,"Good","Excellent","No","No","Yes","Strongly supports",4,"Yes - major barrier",48,8,5
"WGE-0598",2024-12-01,"Bandarban","Rowangchhari","Household (Parent/Guardian)",65,"Female","Marma","Government Secondary School","Yes","Yes","No","Yes",4,97,100,10,11,21.7,19.6,59,80,5.4,8.3,29.6,19.2,3,3,"Moderate","Excellent","No","Yes","No","Supports",5.2,"Yes - major barrier",41,8,5
"WGE-0599",2024-12-03,"Khagrachari","Dighinala","Teacher",40,"Male","Bengali","Government Primary School","No","Yes","Yes","No",4,79.7,86.9,20,21,23.5,17.2,60,78,5.2,8.6,36.5,30.7,2,5,"Moderate","Moderate","Yes","No","No","Neutral",3.7,"No barrier",66,10,4
"WGE-0600",2024-11-22,"Bandarban","Rowangchhari","School Student (Girl)",12,"Female","Marma","Government Primary School","Yes","Yes","No","Yes",3,89.7,99.9,12,15,12.3,5.8,33,40,5.1,7.5,48,37.5,3,4,"Excellent","Good","Yes","No","Yes","Supports",0.5,"Yes - major barrier",22,3,3
"WGE-0601",2024-10-27,"Khagrachari","Dighinala","School Student (Girl)",17,"Female","Tanchangya","Community Learning Centre","No","Yes","No","Partially",2,73.7,79.5,13,16,30.7,29.2,51,56,2.7,4,32.8,23.6,4,3,"Moderate","Good","No","Yes","Yes","Does not support",0.9,"Yes - major barrier",36,11,2
"WGE-0602",2024-10-10,"Khagrachari","Mahalchhari","Teacher",48,"Male","Pangkhua","NGO-run School","Yes","No","Yes","Partially",3,70.9,77.5,14,16,27.9,20.3,61,68,6.7,9.4,44.2,38.8,5,3,"Good","Moderate","No","Yes","Yes","Neutral",1.8,"Yes - major barrier",34,10,4
"WGE-0603",2024-10-10,"Khagrachari","Ramgarh","School Student (Boy)",10,"Male","Tripura","Government Secondary School","No","Yes","Yes","Partially",2,67.6,80.5,22,22,21,14.4,60,66,5.3,6.9,54.2,44.2,5,5,"Good","Good","Yes","Yes","Yes","Does not support",4,"No barrier",56,10,4
"WGE-0604",2024-10-26,"Khagrachari","Ramgarh","School Student (Girl)",16,"Female","Chakma","Government Primary School","Yes","No","No","Yes",3,71.5,79.7,17,20,16.2,10.1,57,82,4,6.9,53.7,44.8,4,4,"Good","Good","Yes","No","Partially","Supports",5.9,"Yes - major barrier",39,13,5
"WGE-0605",2024-10-30,"Rangamati","Kaptai","Household (Parent/Guardian)",31,"Female","Chakma","Government Primary School","No","Yes","Yes","Partially",3,80.8,89.9,16,17,19.7,14.6,34,39,4.5,6.8,28,11.5,2,5,"Moderate","Poor","Yes","No","Yes","Supports",0.5,"Yes - major barrier",19,8,5
"WGE-0606",2024-10-08,"Rangamati","Rajasthali","School Student (Boy)",12,"Male","Tripura","Government Primary School","No","Yes","No","Yes",3,84.7,96.3,14,18,28.7,19.9,18,24,5.6,7.5,30,19.4,4,5,"Good","Good","No","Yes","No","Strongly supports",3.7,"No barrier",37,6,4
"WGE-0607",2024-09-06,"Bandarban","Rowangchhari","School Student (Boy)",11,"Male","Khumi","Madrasa","Yes","Yes","No","No",2,83.3,91.7,20,22,18.2,10.9,59,69,4.8,5.1,60.8,56.2,2,4,"Excellent","Excellent","Yes","Yes","Yes","Does not support",4.1,"Yes - major barrier",57,7,4
"WGE-0608",2024-10-13,"Khagrachari","Mahalchhari","School Student (Girl)",14,"Female","Bengali","Government Primary School","Yes","Yes","No","No",3,57.9,67.4,19,21,26.3,19,36,47,2.9,5.2,26,18.2,1,3,"Good","Excellent","Yes","Yes","Yes","Neutral",3,"No barrier",32,9,4
"WGE-0609",2024-11-14,"Rangamati","Kaptai","School Student (Girl)",14,"Female","Tripura","Government Primary School","No","Yes","No","No",1,61.5,67.7,11,13,19.3,12.3,68,71,2.1,3,46.4,41.7,1,4,"Moderate","Moderate","No","Yes","Partially","Strongly supports",3.6,"Yes - major barrier",32,6,4
"WGE-0610",2024-09-11,"Bandarban","Ruma","School Student (Girl)",13,"Female","Marma","Government Secondary School","No","Yes","No","Partially",3,66.3,77.4,12,12,22,18.3,75,83,5.3,6.4,52.6,45.6,4,5,"Moderate","Good","No","Yes","No","Supports",2.5,"No barrier",40,12,5
"WGE-0611",2024-10-06,"Rangamati","Longadu","School Management Committee (SMC)",50,"Female","Pangkhua","Government Primary School","No","Yes","Yes","Yes",1,67.5,74.8,18,22,22.2,13.9,50,53,6.8,7.6,58.9,49.8,4,4,"Excellent","Moderate","No","Yes","Partially","Strongly supports",2.1,"Yes - minor barrier",47,5,4
"WGE-0612",2024-10-20,"Khagrachari","Ramgarh","School Student (Boy)",13,"Male","Pangkhua","Government Primary School","Yes","No","No","Yes",4,71.4,86.5,19,22,15.6,10.7,50,56,2.5,3.9,28.9,23.9,4,4,"Moderate","Moderate","No","Yes","Partially","Strongly supports",0.2,"No barrier",74,6,5
"WGE-0613",2024-11-01,"Rangamati","Naniarchar","Household (Parent/Guardian)",48,"Male","Bengali","Community Learning Centre","Yes","No","Yes","Partially",4,59,69.7,19,22,11.7,4.8,31,30,3.3,6.3,49.4,48.6,4,3,"Excellent","Good","No","No","Partially","Does not support",3.9,"Yes - minor barrier",21,5,2
"WGE-0614",2024-12-01,"Khagrachari","Khagrachari Sadar","Community Stakeholder",60,"Female","Tanchangya","Government Primary School","Yes","No","No","Partially",3,66.7,74.9,11,15,17.3,11.6,68,78,3.7,4.5,51.2,49.4,4,4,"Good","Moderate","Yes","Yes","Yes","Supports",2.3,"Yes - major barrier",85,8,5
"WGE-0615",2024-11-17,"Bandarban","Ruma","Teacher",46,"Male","Chakma","Government Secondary School","Yes","Yes","Yes","Partially",4,66.4,76.1,15,18,25,19.9,46,63,2.9,6.3,39.8,31.1,4,5,"Moderate","Good","Yes","No","Yes","Neutral",8.3,"Yes - minor barrier",59,12,4
"WGE-0616",2024-11-12,"Khagrachari","Dighinala","Household (Parent/Guardian)",30,"Male","Chakma","NGO-run School","Yes","No","No","No",3,70.6,81.8,17,19,24.1,18.5,47,62,4.3,6.3,66.9,58.9,4,4,"Poor","Good","No","Yes","Yes","Strongly supports",3.8,"Yes - major barrier",34,7,4
"WGE-0617",2024-11-09,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",41,"Female","Marma","Government Primary School","No","Yes","No","Partially",1,77,84.6,7,9,24.1,17.7,63,67,2.2,2.7,49,42.1,1,4,"Moderate","Excellent","No","Yes","Yes","Supports",3.5,"Yes - major barrier",14,1,4
"WGE-0618",2024-10-22,"Khagrachari","Dighinala","School Student (Girl)",14,"Female","Bawm","Madrasa","No","No","No","Yes",2,63.4,77,10,13,17.6,10.6,56,61,4.8,5.7,52.3,44.8,1,4,"Good","Moderate","Yes","No","No","Supports",6.5,"Yes - minor barrier",47,9,3
"WGE-0619",2024-10-04,"Bandarban","Ruma","Police/Law Enforcement",38,"Female","Bengali","Government Primary School","Yes","Yes","No","No",2,64.8,70.2,14,15,16,12.2,53,63,2.4,3.3,43.9,35.4,4,5,"Moderate","Excellent","Yes","Yes","Partially","Strongly supports",1.6,"Yes - minor barrier",28,7,4
"WGE-0620",2024-10-13,"Rangamati","Kaptai","School Student (Girl)",16,"Female","Bengali","Madrasa","Yes","No","Yes","Yes",2,88.4,99.6,16,18,18.1,10,60,65,3.4,5.3,38.5,33.6,4,1,"Poor","Excellent","No","Yes","Yes","Supports",3.8,"Yes - minor barrier",10,3,5
"WGE-0621",2024-10-05,"Rangamati","Naniarchar","Household (Parent/Guardian)",54,"Female","Chakma","Government Secondary School","No","Yes","No","No",2,71.2,85.6,14,14,1.8,0,64,71,4.5,5.9,62.5,56.2,3,3,"Excellent","Excellent","Yes","Yes","Partially","Supports",6.3,"No barrier",62,5,3
"WGE-0622",2024-10-02,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",40,"Female","Chakma","Government Primary School","No","Yes","No","Yes",3,57.4,66.6,16,18,21.3,16.9,57,64,4.5,5.1,17,6.4,4,4,"Moderate","Good","No","No","Yes","Supports",0.3,"Yes - minor barrier",47,18,3
"WGE-0623",2024-11-08,"Rangamati","Longadu","Teacher",36,"Male","Marma","NGO-run School","Yes","No","No","Yes",3,60.9,72.4,15,17,22.6,17.5,39,50,4.7,6.1,36.8,38.7,2,5,"Excellent","Excellent","Yes","No","No","Neutral",2.7,"Yes - minor barrier",20,10,3
"WGE-0624",2024-11-11,"Khagrachari","Dighinala","Household (Parent/Guardian)",45,"Female","Chakma","Government Primary School","Yes","Yes","No","No",1,68.5,84.2,17,20,26.1,20.9,54,58,4.4,4.8,43.2,36.1,2,5,"Excellent","Good","Yes","Yes","Yes","Strongly supports",7.1,"No barrier",26,11,3
"WGE-0625",2024-11-13,"Bandarban","Lama","Household (Parent/Guardian)",43,"Female","Tripura","Government Primary School","Yes","No","No","Yes",2,61.8,67.6,17,21,16.1,5.3,28,34,5.5,6.5,34.1,31.1,2,3,"Poor","Good","No","Yes","Partially","Supports",1.4,"Yes - minor barrier",32,7,1
"WGE-0626",2024-09-16,"Rangamati","Baghaichhari","School Student (Boy)",14,"Male","Marma","NGO-run School","No","No","No","Yes",1,80.3,92.9,16,18,11,8,37,39,2.2,2.8,50.8,41.8,3,5,"Poor","Good","Yes","Yes","Partially","Strongly supports",0.2,"Yes - major barrier",34,9,3
"WGE-0627",2024-09-06,"Bandarban","Lama","Household (Parent/Guardian)",36,"Female","Tanchangya","Madrasa","Yes","Yes","Yes","No",3,68.4,84.5,19,22,23.4,15.3,57,66,3.5,7.3,65.9,52.7,4,4,"Moderate","Moderate","No","No","Yes","Strongly supports",5.9,"Yes - minor barrier",46,12,5
"WGE-0628",2024-10-25,"Bandarban","Naikhongchhari","School Student (Boy)",13,"Male","Bawm","Madrasa","Yes","No","No","Partially",4,81.6,93.4,11,14,14.8,8.4,47,71,3.5,2.9,60.2,47.7,1,4,"Poor","Excellent","Yes","Yes","No","Strongly supports",3.7,"Yes - minor barrier",63,7,4
"WGE-0629",2024-09-25,"Rangamati","Baghaichhari","School Student (Boy)",14,"Male","Marma","NGO-run School","Yes","No","Yes","Yes",4,63.2,80.1,17,20,25.2,20.7,66,71,6.5,9.6,38.5,33.2,1,5,"Moderate","Excellent","No","No","Yes","Supports",3.7,"Yes - minor barrier",38,13,2
"WGE-0630",2024-10-10,"Bandarban","Rowangchhari","Teacher",33,"Male","Chakma","Government Secondary School","Yes","No","No","Yes",4,68.1,77.9,18,20,25.9,22,21,34,1,3,10.1,0,3,5,"Good","Excellent","Yes","Yes","Yes","Supports",2.4,"No barrier",45,9,4
"WGE-0631",2024-09-05,"Rangamati","Kaptai","School Management Committee (SMC)",21,"Male","Marma","Government Primary School","Yes","No","Yes","Partially",2,68.8,76.7,20,22,18.5,4,25,37,4.6,5.8,34.5,26.9,2,4,"Poor","Moderate","Yes","No","No","Neutral",0.2,"Yes - major barrier",41,12,4
"WGE-0632",2024-09-23,"Khagrachari","Panchhari","School Student (Girl)",14,"Female","Chak","Government Primary School","No","Yes","Yes","Yes",1,57.8,59.2,19,22,10.6,8.1,46,49,3.5,3.8,10,0,4,5,"Excellent","Good","Yes","Yes","Partially","Neutral",1.6,"Yes - major barrier",39,20,4
"WGE-0633",2024-11-23,"Rangamati","Naniarchar","Community Stakeholder",51,"Female","Murung","Government Primary School","Yes","Yes","Yes","No",4,65.4,73.6,21,22,22.2,11.5,31,50,1.1,1.7,54.3,36.2,2,5,"Moderate","Moderate","Yes","Yes","Yes","Supports",2.9,"Yes - major barrier",60,6,4
"WGE-0634",2024-09-25,"Bandarban","Lama","School Student (Boy)",19,"Male","Marma","Community Learning Centre","Yes","No","No","No",4,67.5,76.3,16,19,10.3,7.1,15,36,3.1,4.9,58.7,46.4,2,2,"Moderate","Excellent","Yes","Yes","Yes","Supports",0.2,"Yes - major barrier",50,10,4
"WGE-0635",2024-11-14,"Rangamati","Baghaichhari","Household (Parent/Guardian)",41,"Male","Chakma","Government Secondary School","No","Yes","No","No",2,59.3,60.8,18,20,34.1,22.8,66,78,3.7,3.9,40.9,32.4,4,4,"Poor","Good","Yes","No","Yes","Supports",1.7,"Yes - minor barrier",62,11,4
"WGE-0636",2024-11-02,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",36,"Female","Chakma","Madrasa","Yes","Yes","Yes","Yes",2,85.9,96.2,22,22,14,10.1,35,46,4.5,5.4,38.5,30.4,1,3,"Moderate","Good","Yes","No","Yes","Strongly supports",3,"Yes - minor barrier",34,8,2
"WGE-0637",2024-09-10,"Bandarban","Lama","School Student (Boy)",14,"Male","Bengali","Government Primary School","Yes","No","Yes","No",4,75.9,90.8,18,18,11,11.3,59,70,4.4,6.6,54.6,47.4,3,2,"Good","Excellent","No","No","Yes","Strongly supports",3.8,"No barrier",60,6,5
"WGE-0638",2024-11-24,"Khagrachari","Ramgarh","Household (Parent/Guardian)",49,"Female","Marma","Government Secondary School","No","Yes","No","No",4,71.8,80.9,21,22,17,10.1,55,62,3.9,5.9,36.3,32.9,4,2,"Poor","Excellent","Yes","Yes","Partially","Strongly supports",0.2,"No barrier",56,8,4
"WGE-0639",2024-11-23,"Khagrachari","Khagrachari Sadar","Mother Club Member",19,"Female","Marma","NGO-run School","Yes","No","Yes","Yes",2,55.5,68.5,13,15,7.1,0.3,73,80,5.1,6.5,31.2,25.7,2,2,"Good","Excellent","No","Yes","Yes","Does not support",3.2,"Yes - major barrier",72,1,4
